,Drug,SMILES
7129,JHW-007,CCCCN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
7130,"ICI 215,001 hydrochloride",Cl.O=C(O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1
7131,Bleomycin sulfate,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O
7132,"2'-Deoxy-5,6-dihydro-5-azacytidine",NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1
7133,Mavoglurant,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1
7134,1445251-22-8,C[C@@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1
7135,ME0328,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1
7136,1246525-60-9,O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1
7137,Mirk-IN-1,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1
7138,AF38469,Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2C(=O)O)n1
7139,Bipenamol,NCc1ccccc1Sc1ccccc1CO
7140,NS9283,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1
7141,PFK-015,O=C(/C=C/c1ccc2ccccc2n1)c1ccncc1
7142,3PO,O=C(/C=C/c1cccnc1)c1ccncc1
7143,saccharin,O=C1NS(=O)(=O)c2ccccc21
7144,DMP 777,CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1)c1ccc2c(c1)OCO2
7145,castanospermine,O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O
7146,Relebactam,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
7147,7-Chlorokynurenic acid,O=C(O)c1cc(O)c2ccc(Cl)cc2n1
7148,Dofequidar fumarate,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1.O=C(O)/C=C/C(=O)O
7149,saclofen,NCC(CS(=O)(=O)O)c1ccc(Cl)cc1
7150,Benzo[b]thiophene-2-carboxylic acid,O=C(O)c1cc2ccccc2s1
7151,Ombitasvir,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C
7152,Eupatilin,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC
7153,Licarbazepine,NC(=O)N1c2ccccc2C[C@@H](O)c2ccccc21
7154,6-Chrysenamine,Nc1cc2c3ccccc3ccc2c2ccccc12
7155,RU-SKI 43,CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1
7156,Bromosporine,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12
7157,Mdl-29951,O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12
7158,AHU-377 hemicalcium salt,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
7159,VAL-083,O[C@H]([C@@H]1CO1)[C@@H](O)[C@H]1CO1
7160,Encenicline hydrochloride,Cl.O=C(N[C@H]1CN2CCC1CC2)c1cc2cccc(Cl)c2s1
7161,Indolophenanthridine,CN1Cc2ccccc2[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
7162,Amodiaquine hydrochloride,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl
7163,Ribostamycin sulfate,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
7164,AZIMILIDE DIHYDROCHLORIDE,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1.Cl.Cl
7165,Butacaine sulfate,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1.CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1.O=S(=O)(O)O
7166,BW A4C,CC(=O)N(O)C/C=C/c1cccc(Oc2ccccc2)c1
7167,Emd-53998,COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)SC4C)ccc32)cc1OC
7168,97730-95-5,N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1
7169,Phenibut,NCC(CC(=O)O)c1ccccc1
7170,TEPOXALIN,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1
7171,SDZ SER-082,CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1
7172,Co-101244,Cc1ccc(CC2(O)CCN(CCOc3ccc(O)cc3)CC2)cc1
7173,L-701324,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1
7174,HEMATOPORPHYRIN,CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)O)C(C)=C3CCC(=O)O
7175,edoxudine,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
7176,51229-78-8,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-]
7177,METHICILLIN SODIUM,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+]
7178,Tonabersat,CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)c(Cl)c1)[C@H](O)C(C)(C)O2
7179,ALMITRINE,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O
7180,Buparvaquone,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1
7181,2-Monoolein,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO
7182,Trap-101,CCn1c(=O)n(C2=C(CO)CN(CC3CCCCCCC3)CC2)c2ccccc21
7183,SULBACTAM PIVOXIL,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
7184,sivelestat sodium hydrate,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1.O.O.O.O.[Na+]
7185,Pramipexole dihydrochloride monohydrate,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O
7186,Troclosene sodium,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
7187,Garenoxacin mesylate hydrate,CS(=O)(=O)O.C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21.O
7188,Xaliproden,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
7189,CEFTRIAXONE SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1.O.O.O.[Na+].[Na+]
7190,Potassium oxonate,O=C([O-])c1nc(O)nc(O)n1.[K+]
7191,SODIUM ACRYLATE,C=CC(=O)[O-].[Na+]
7192,Span 60,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
7193,Eltoprazine hydrochloride,Cl.c1cc2c(c(N3CCNCC3)c1)OCCO2
7194,Norethisterone enanthate,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
7195,cinnamaldehyde,O=CC=Cc1ccccc1
7196,Alcuronium,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69.[Cl-].[Cl-]
7197,Dimemorfan,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O=P(O)(O)O
7198,fosfomycin calcium,C[C@@H]1O[C@@H]1P(=O)([O-])[O-].[Ca+2]
7199,MK-0812 (Succinate),CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1.O=C(O)CCC(=O)O
7200,Tirofiban hydrochloride monohydrate,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O
7201,PHENYLPROPANOLAMINE HYDROCHLORIDE,C[C@@H](N)[C@@H](O)c1ccccc1.Cl
7202,Cetaben,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1
7203,155648-60-5,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
7204,FPA-124,NC(=S)N/N=C/c1coc2ccccc2c1=O
7205,stf 083010,O=S(=O)(/N=C/c1c(O)ccc2ccccc12)c1cccs1
7206,Salsolidine,COc1cc2c(cc1OC)C(C)NCC2
7207,sbha,O=C(CCCCCCC(=O)NO)NO
7208,S 18986,O=S1(=O)N[C@H]2CCCN2c2ccccc21
7209,7-Methylxanthine,Cn1cnc2nc(O)nc(O)c21
7210,p38 MAP Kinase Inhibitor III,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@@H](C)c3ccccc3)c2)[nH]1
7211,UNII-9B7G9F1T4T,Cl.Cl.Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1
7212,MK-0773,CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6cccnc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12
7213,T-5224,O=C(O)CCc1cc(C(=O)c2ccc(OC3CCCC3)cc2O)ccc1OCc1ccc2c(O)noc2c1
7214,lumateperone Tosylate,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1
7215,344458-15-7,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1.Cl
7216,327062-46-4,Nc1ncc(Cc2ccc(Br)cc2)s1
7217,JNJ-37822681,Fc1ccc(CN2CCC(Nc3ccc(C(F)(F)F)nn3)CC2)cc1F
7218,Capadenoson,N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1
7219,210755-45-6,CC(C)(NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1)C(=O)NO
7220,Ro 48-8071 fumarate,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1.O=C(O)/C=C/C(=O)O
7221,rosmarinic acid,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
7222,Benzoylacetonitrile,N#CCC(=O)c1ccccc1
7223,NPY 5RA972,Cc1c(NC(=O)N2CCOCC2)ccc2c1c1ccccc1n2C(C)C
7224,Methyl 4-hydroxybenzoate,COC(=O)c1ccc(O)cc1
7225,BI 224436,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O
7226,MBX-2982,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1
7227,ESI-09,CC(C)(C)c1cc(C(=O)/C(C#N)=N/Nc2cccc(Cl)c2)no1
7228,WAY 170523,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(C(=O)NO)c1
7229,Alarelin (Acetate),CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
7230,302-23-8,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
7231,Eterobarb,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
7232,Sodium ferulate,COc1cc(/C=C/C(=O)O)ccc1O
7233,benzyldimethyloctylammonium,CCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
7234,CPCCOEt,CCOC(=O)C12CC1/C(=N\O)c1ccccc1O2
7235,2-(2-Aminoethyl)pyridine,NCCc1ccccn1
7236,Lasofoxifene tartrate,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
7237,467458-02-2,Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1
7238,Deltarasin,c1ccc(Cn2c(-c3ccc(OC[C@H](C4CCNCC4)n4c(-c5ccccc5)nc5ccccc54)cc3)nc3ccccc32)cc1
7239,K145 (hydrochloride),CCCCOc1ccc(CC/C=C2\SC(=O)N(CCN)C2=O)cc1
7240,SU 4312,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
7241,PF-5190457,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1
7242,CHEMBL83954,COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1.Cl
7243,1334719-95-7,CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1
7244,Glycyl-l-glutamine,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O
7245,Temsavir,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12
7246,Basimglurant,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1
7247,Carbetocin,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
7248,dalbavancin B0,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O
7249,INT-767,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCOS(=O)(=O)O)[C@@H]2[C@@H]1O
7250,2-Undecenoic acid,CCCCCCCC/C=C/C(=O)O
7251,4egi-1,O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1
7252,03/06/6326,Cc1ccc(S(=O)(=O)NC2c3ccccc3Oc3ccccc32)cc1
7253,GSK137647A,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1
7254,DMH4,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1
7255,N-Acetyltryptamine,CC(=O)NCCc1c[nH]c2ccccc12
7256,Dixanthogen,CCOC(=S)SSC(=S)OCC
7257,Isoxepac,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
7258,N2-Methyl-L-arginine,CN[C@@H](CCCNC(=N)N)C(=O)O
7259,SB 328437,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12
7260,N-phenylthiophene-2-carboximidamide,N=C(Nc1ccccc1)c1cccs1
7261,HEXAMETHONIUM BROMIDE,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-]
7262,UNC2025 (hydrochloride),CCCCNc1ncc2c(-c3ccc(CN4CCN(C)CC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1.Cl
7263,NTRC-824,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(C(=O)C(F)(F)F)cn3CC(=O)N[C@@H](CC(C)C)C(=O)O)cc1
7264,MY-5445,Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1
7265,LY-288513,O=C1NN(C(=O)Nc2ccc(Br)cc2)[C@@H](c2ccccc2)[C@@H]1c1ccccc1
7266,3-Phenoxypyridine,c1ccc(Oc2cccnc2)cc1
7267,alpha-Asarone,C/C=C/c1cc(OC)c(OC)cc1OC
7268,DMeOB,COc1cccc(/C=N/N=C/c2cccc(OC)c2)c1
7269,CHEMBL3334990,Clc1cccc(/C=N/N=C/c2cccc(Cl)c2)c1
7270,NHI 2,COC(=O)c1cc2c(C(F)(F)F)cc(-c3ccccc3)cc2n1O
7271,JNJ-40411813,CCCCn1ccc(N2CCC(c3ccccc3)CC2)c(Cl)c1=O
7272,2-Ethyl-3-hydroxy-6-methylpyridine,CCc1nc(C)ccc1O
7273,MK-3697,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC
7274,PSNCBAM-1,O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccc(N3CCCC3)n2)c1
7275,1621175-65-2,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1
7276,1373215-15-6,CNC(=O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1
7277,Budipine,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
7278,Ranirestat,O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12
7279,Pasireotide (ditrifluoroacetate),NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O
7280,CHEMBL3349991,O=C(O)c1ccc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1
7281,DCPIB,CCCC[C@@]1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O
7282,(R)-(+)-HA-966,N[C@@H]1CCN(O)C1=O
7283,2-Cyanopyrimidine,N#Cc1ncccn1
7284,Pyrimidine-4-carbonitrile,N#Cc1ccncn1
7285,1287665-58-0,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1.Cl
7286,AZ5104,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
7287,RQ-00203078,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1
7288,ginsenoside C-K,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C
7289,JW 642,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1
7290,NVP-HSP990,COc1cccc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1
7291,A61603,CS(=O)(=O)Nc1c(O)ccc2c1CCC[C@H]2C1=NCCN1
7292,121346-32-5,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC
7293,uridine triphosphate,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
7294,154563-54-9,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F
7295,1-Azakenpaullone,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1
7296,GR 113808,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21
7297,Paritaprevir,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1
7298,CHEMBL3391735,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1ccc2ccccc2c1O
7299,5'-Guanidinonaltrindole,Cl.N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5
7300,ZnPT,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2]
7301,SMR004700464,Cc1ccccc1CN1CC2=C(CCN(Cc3ccccc3)C2=O)N2CCN=C12
7302,1164153-22-3,COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(C)c4)cn3)c2)cc(OC)c1OC
7303,Presatovir,Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@H](N)C1
7304,1418308-27-6,CCC(CC)n1ccc2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(C#N)cc21
7305,ALS-8112,Nc1ccn([C@@H]2O[C@@](CO)(CCl)[C@@H](O)[C@H]2F)c(=O)n1
7306,DDR1-IN-1,CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Oc4ccc5c(c4)CC(=O)N5)c3)cc2C(F)(F)F)CC1
7307,MpsBAY2a,CC(C)CNc1nc(-c2cccc3ncccc23)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12
7308,XE991,O=C1c2ccccc2C(Cc2ccncc2)(Cc2ccncc2)c2ccccc21
7309,hydrocortisone hemisuccinate,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
7310,160588-45-4,O=C1c2ccccc2C(Cc2ccnc(F)c2)(Cc2ccnc(F)c2)c2ccccc21
7311,Lometrexol,Nc1nc2c(c(=O)[nH]1)C[C@@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
7312,GR 46611,COc1ccc(CNC(=O)/C=C/c2ccc3[nH]cc(CCN(C)C)c3c2)cc1
7313,DIZOCILPINE MALEATE,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12.O=C(O)/C=C\C(=O)O
7314,cilostamide,CN(C(=O)CCCOc1ccc2nc(O)ccc2c1)C1CCCCC1
7315,Ulifloxacin,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21
7316,cis-Aconitic acid,O=C(O)/C=C(/CC(=O)O)C(=O)O
7317,6-CHLOROMELATONIN,COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl
7318,Imiloxan,CCn1ccnc1CC1COc2ccccc2O1
7319,Xibenolol,Cc1cccc(OCC(O)CNC(C)(C)C)c1C
7320,77472-70-9,NC(=O)CN1CC(c2ccccc2)CC1=O
7321,DR-4485,O=C1Nc2ccc(Cl)c3c2C1(CCCCN1CC=C(c2ccc(Cl)cc2)CC1)CCC3
7322,CHEMBL35093,Cc1ccc(N2CCN(CC[C@H]3NC(=O)c4ccccc43)CC2)cc1C
7323,460748-71-4,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1
7324,ARSANILIC ACID,Nc1ccc([As](=O)(O)O)cc1
7325,"L-168,049",CCCOc1ccc(Br)cc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1
7326,Isobutyramide,CC(C)C(N)=O
7327,FR 139317,CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1cn(C)c2ccccc12)C(=O)N[C@H](Cc1ccccn1)C(=O)O
7328,51-35-4,O=C(O)[C@@H]1C[C@@H](O)CN1
7329,Nebivolol HCl,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1
7330,5466-89-7,CC(C)C(=O)c1ccc(O)c(O)c1
7331,Skf-81297,Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1
7332,Sclareol,C=CC(C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O
7333,"3,4-DIAMINOPYRIDINE",Nc1ccncc1N
7334,LY2452473,CC(C)OC(=O)N[C@H]1Cc2c(n(Cc3ccccn3)c3ccc(C#N)cc23)C1
7335,Salicylidene salicylhydrazide,O=C(N/N=C/c1ccccc1O)c1ccccc1O
7336,"3,6-DIAMINO-10-METHYLACRIDINIUM CHLORIDE",C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-]
7337,Prexasertib dihydrochloride,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1
7338,Rapastinel Trifluoroacetate,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)[C@@H](C)O
7339,Ceftaroline fosamil,CC(=O)O.CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1.O
7340,RGB-286638 free base,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1
7341,212391-63-4,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1.Cl.Cl
7342,Olesoxime,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@@]21C
